,Pre-B,B,Pro-B,Early Lymphoid,HSC MPP,Early Erythroid,pDC,Cycling Progenitor,Megakaryocyte Precursor,CD4 Memory T,NK,CD8 Memory T,Plasma_Cell,EoBasoMast Precursor,Late GMP,Early GMP,cDC,LMPP,MEP,Pro-Monocyte,Naive T,Monocyte,Late Erythroid,Stromal
BA3402R,0.00426624579036961,0,0.586039485049476,0,0,0,0,0,0.356607210476515,0,0,0,0,0,0,0,0,0,0,0,0,0.000879797830440405,0,0.0522072608531992
BA3276R,0.00661313710321816,0,0.58354312597416,0,0,0,0,0,0.358001569641429,0,0,0,0,0,0,0,0,0,0,0,0,0.00144993047626155,0,0.050392236804931
BA2409R,0.000583522261304645,0,0,0,0,0,0,0,0.0972151521911467,0,0,0,0,0,0,0,0.00289157916202247,0,0,0,0,0.855246021557327,0,0.0440637248281989
BA3037R,0,0,0.390312631779751,0,0,0,0.000790042063942213,0,0.262366695850616,0,0,0,0,0.000368021189903118,0,0,0,0.00145160149380127,0.0216120947885147,0,0,0.139027538240821,0,0.18407137459265
BA2496R,0.0232750645662811,0,0,0,0,0,0,0,0.0683576541798888,0,0,0,0,0,0,0,0,0,0,0,0,0.852785169656716,0,0.055582111597114
BA2172R,0.00434948966367111,0,0.321675829361848,0,0,0,0.000646622514078698,0,0.305133607547546,0,0,0,0,0,0,0,0.234520050331235,0,0,0,0,0,0,0.133674400581621
BA2865R,0,0,0.274128407188654,0,0,0,0,0,0.489750122492233,0,0.000228178084858196,0,0,0,0,0,0,0,0,0,0,0.0615524825497869,0,0.174340809684468
BA2923R,0,0,0,0,0,0,0,0,0.0412709367013415,0,0,0,0,0,0,0,0.000285277504077271,0,0,0.0038508889637766,0,0.855928945609181,0,0.0986639512216239
BA2751R,0.00124771576115352,0,0.207077618053736,0,0,0,0,0,0.224529521357034,0,0,0,0,0,0,0,0.320767010391524,0,0,0,0,0.0908603049978097,0,0.155517829438742
BA2480R,0.00398836493461943,0,0.00425547656937742,0,0,0,0,0,0.255169356810264,0,0,0,0,0,0,0,0,0,0,0,0,0.289368867668822,0,0.447217934016917
BA2286R,0.00742664971166246,0,0.209284836580456,0,0,0,0,0,0.353081551642679,0,0.00785085657903339,0,0.00103203115023652,0,0,0,0.0546054784224737,0,0,0,0,0.258886813577041,0.0192763129869734,0.0885554693494442
BA2922R,0.0260007348803332,0,0.479325838264198,0,0,0,0,0,0.293927993996611,0,0.0265921744059344,0,3.43333988041445e-06,0,0,0,0,0,0,0,0,0.0664123539110607,0,0.107737471201982
BA2452R,0.363488478051395,0,0.176026838592947,0,0,0,0,0,0.333604078053388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12688060530227
BA3379R,0.0013375971730867,0,0.472864130804631,0,0,0,0,0,0.136041678612143,0,0.00142423982656112,0,0,0,0,0,0.149690194087346,0,0,0,0,0.201602849534766,0,0.0370393099614659
BA2887R,0.151048018381083,0,0.111242248048842,0,0,0,0,0,0.503419585703066,0,0,0,0,0,0,0,0.0833345224880607,0,0,0,0,0.0613827233991948,0,0.0895729019797532
BA2712R,0.000432994420434459,0,0,0,0,0,0,0,0.136109125765005,0,0,0,0,0,0,0,0,0,0,0.00421211967941363,0,0.597213274687602,0,0.262032485447545
BA2068R,0.00152496488197441,0,0.215104773792828,0,0,0,0,0,0.189106559376172,0,0.0175635212264319,0,0.000378212318692669,0,0,0,0,0,0.00117050156460155,0,0,0.177072804905115,0,0.398078661934185
BA2236R,0.0150615567558681,0,0.00386929115471198,0,0,0,0,0,0.358023653007976,0,0,0,0,0,0,0,0,0,0,0,0,0.279372918088899,0,0.343672580992545
BA2104R,0,0,0,0,0,0,0,0,0.0130693955797486,0,0,0,0,0,0,0,0.00189862756436155,0,0,0,0,0.880380253267988,0,0.104651723587901
BA3124R,0.00163347270826476,0,0.0358697816708292,0,0,0,0,0,0.0657413712818567,0,0.357233932768103,0,0,0,0,0,0.000473213186761129,0,0,0,0,0.155311887755972,0.110248960118828,0.273487380509386
BA3395R,0,0,0,0,0,0,0,0,0.184024617227074,0,0,0,0.00169769287220365,0,0,0,0,0,0,0.376349274234979,0,0.368359932621773,0,0.0695684830439703
BA2921R,0,0,0.291626932310723,0,0,0,0,0,0.214407389574828,0,0.00298920814896906,0,0,0,0,0,0.16529100732118,0,0,0,0,0.108197769265072,0,0.217487693379228
BA2449R,0,0,0.546989427546875,0,0,0,0,0.00482665370246482,0.225869062774535,0,0,0,0,0,0,0,0.075042208602098,0,0,0,0,0.116527364106793,0,0.0307452832672339
BA2003R,0,0,0.226878218332571,0,0,0,0,0,0.247889321314187,0,0.00799746307875517,0,0,0,0,0,0,0,0,0,0,0.40153817995282,0,0.115696817321667
BA2360R,0,0,0.315539173185618,0,0,0,0,0,0.343542242675733,0,0,0,0.000261164615920396,0,0,0,0.191253661376376,0,0,0,0,0.119082537858079,0,0.0303212202882723
BA2802R,0,0,0.184367770389355,0,0,0,0,0,0.189182775745696,0,0.0525269616759569,0,0,0,0,0,0,0,0,0,0,0.335178176692044,0,0.238744315496947
BA2235R,0.00541386891378024,0,0.00527077816105614,0,0,0,0,0,0.252697955173251,0,0,0,1.50073273321601e-05,0,0,0,0.141645834978097,0,0,0,0,0.427620953140406,0,0.167335602306078
BA2858R,0.036941314602797,0,0,0,0,0,0,0,0.149692928667016,0,0,0,0,0,0,0,0,0,0,0.00467432599197189,0,0.664888104324314,0.00609957227292178,0.137703754140979
BA3038R,0.000827054691267112,0,0,0,0,0,0,0,0.0906892591174576,0,0,0,0.000132623017792404,0,0,0,0.00113764457108844,0,0,0.000574415159534309,0,0.794264211116807,0,0.112374792326053
BA3006R,0.00131285128209129,0,0.271557281757681,0,0,0,0,0,0.349635798580949,0,0.00888528907547433,0,0,0,0,0,0.0854744056753142,0,0,0,0,0,0,0.28313437362849
BA2245R,0,0,0.29485119656987,0,0,0,0,0,0.477964431240846,0,0,0,0,0,0,0,0.000699944213747304,0,0,0,0,0,0,0.226484427975536
BA2667R,0.00178531067850631,0,0.130961390328724,0,0,0,0,0,0.124073846038595,0,0.0294981315259957,0,0.000467480480330229,0,0,0,0.109292526289963,0,0,0,0,0.533208324828022,0,0.0707129898298636
BA2239R,0,0,0,0,0,0,0,0,0.106148090016716,0,0,0,0.000122163264159584,0,0,0,0.00355134961774831,0,0,0,0,0.745680972830635,0,0.144497424270741
BA2782R,0,0,0,0,0,0,0,0,0.0551247558104778,0,0,0,0,0,0,0,0.00267963053288889,0,0,0,0,0.808918286854184,0,0.133277326802449
BA2649R,0.170756818402263,0,0,0,0,0,0,0,0.445533198124945,0,0,0,0,0,0,0,0.000226007800360363,0,0,0.00142691946525667,0,0.0828604406480452,0,0.299196615559129
BA2488R,0,0,0.00174019452765867,0,0,0,0,0,0.357684395389706,0,0.083525344580505,0,0,0,0,0,0,0,0,0,0,0.273126227056816,0,0.283923838445314
BA2861R,0.0233523515610109,0,0.0520816320905435,0,0,0,0,0,0.256360057748347,0,0,0,0,0,0,0,0.0579003199909617,0,0,0,0,0.504261923354122,0,0.106043715255015
BA2909R,0,0,0,0,0,0,0,0,0.0575711149041252,0,0,0,2.61704407705813e-05,0,0,0,0,0,0,0,0,0.817432895405914,0,0.12496981924919
BA2429R,0.00132242201894981,0,0.0224473460980524,0,0,0.00124474803606775,0,0,0.0841089502401423,0,0.454672431628841,0,0,0,0,0,0.000186804244819974,0,0,0,0,0.300815617113801,0.0151385945547178,0.120063086064608
BA2653R,0,0,0,0,0,0,0,0,0.4121417978223,0,0.0517797658948669,0,0,0,0,0,0,0,0,0,0,0.196434707919643,0,0.33964372836319
BA2134R,0,0,0,0,0,0,0,0,0.0184766285348608,0,0,0,0,0,0,0,0,0,0,0.000916463008005357,0,0.86421056980082,0,0.116396338656314
BA2947R,0,0,0.26266447022555,0,0,0,0,0,0.215939360004867,0,0,0,0,0,0,0,0.152286941181272,0,0,0,0,0.218011513747256,0,0.151097714841055
BA2032R,0.00192878661107399,0,0.338229235972828,0,0,0,0,0.0014237218434171,0.232369569746606,0,8.82738376451293e-05,0,0,0,0,0,0.00591217055226015,0,0,0,0,0.0959661639994948,0,0.324082077436674
BA2162R,0.00483176086054596,0,0.0442499475586898,0,0,0,0,0,0.140658148190221,0,0,0,0,0,0,0,0.00157263243923898,0,0,0.000167267798823237,0,0.588031730936379,0,0.220488512216102
BA2564R,0.0628716264172665,0,0.000846588793096357,0,0,0,0,0,0.0970852307659921,0,0,0,0,0,0,0,0,0,0,0,0,0.750923602261388,0,0.0882729517622574
BA2597R,0.0015850158683217,0,0,0,0,0,0,0,0.407599189357576,0,0.0271888802378248,0,0,0,0,0,0,0,0,0,0,0.146871278031884,0,0.416755636504393
BA3243R,0,0,0.0765293538662081,0,0,0,0,0,0.165145097316364,0,0,0,0,0,0,0,0.12876305962025,0,0,0,0,0.300579986353962,0,0.328982502843216
BA2106R,0.000640728566558419,0,0.537352164647062,0,0,0,0.00245494094224866,0.00147925469288129,0.243859339892297,0,0.00221571464817512,0,0,0,0,0,0.0520809995441687,0,0,0,0,0.0708118906381119,0,0.0891049664284969
BA2427R,0.000443912137874761,0,0.112795841765851,0,0,0,0,0,0.0326092263350081,0,0.0362025539223815,0,0,0,0,0,0.189538662690677,0,0,0,0,0.450509875668986,0,0.177899927479222
BA2841R,0.0917417046107412,0,0.22436337995095,0,0,0,0,0,0.145653956109858,0,0.056796197567696,0,9.1706697693938e-06,0,0,0,0,0,0,0,0,0.362671356812556,0.0611909966636722,0.0575732376147574
BA2446R,0.0552654392638336,0,0,0,0,0,0,0,0.132925931672117,0,0,0,0,0,0,0,0.138838614541253,0,0,0,0,0.551950352311156,0,0.121019662211641
BA2645R,0,0,0.236516875182406,0,0,0,0,0.001172580371794,0.0634269048651229,0,0.0420194426662579,0,0,8.63274302021899e-05,0,0,0.0245043208692005,0,0.00148177722225247,0,0,0.45825564936727,0,0.172536122025493
BA2525R,0.000987820519969033,0,0.232255913316642,0,0,0,0,4.07957515731582e-05,0.0106584277641409,0,0.590786285663236,0,0.000406819008757338,0.00145192842000632,0,0,0.00151785708384245,0,0,0,0,0.0586761193614878,0,0.103218033110345
BA2876R,0,0,0.0666577457682891,0,0,0,0,0,0.00440284126631647,0,0.175694612965428,0,0,2.2842993665623e-05,0,0,0.00315699883535329,0,0,0,0,0.583682111950941,0,0.166382846220006
BA2357R,0.0277578588534804,0,0.0875739359488156,0,0,0,0,0,0.0695644750737573,0,0.000170207873812739,0,0.00631067990211016,0,0,0,0,0,0,0,0,0.652805589166412,0.0434557432293981,0.112361509952214
BA2546R,0,0,0,0,0,0,0,0,0.108580490247281,0,0.0212634314268378,0,0.000202899900618328,0,0,0,0,0,0,0.00355963899467225,0,0.795313543945419,0,0.0710799954851723
BA2742R,6.33854908398096e-05,0,0,0,0,0,0,0,0.0991481313713419,0,0,0,0,0,0,0,0.0669924027308037,0,0,0.00190790339510749,0,0.724745789032524,0,0.107142387979383
BA2316R,0,0,0,0,0,0,0,0,0.0949150102413458,0,0,0,0,0,0,0,0.117175506160775,0,0,0,0,0.635405098430807,0,0.152504385167072
BA2421R,0.000285202440870116,0,0,0,0,0,0,0,0.146939583802332,0,0.0451890893507303,0,0,0,0,0,0.00151080814614544,0,0,0.00279985937315026,0,0.635604767436828,0,0.167670689449943
BA2087R,0.0024844706443263,0,0.168830183715063,0,0,0,0,0,0.189476960707283,0,0.0425176769704766,0,0,0,0,0,0.266796555753691,0,0,0,0,0.267483546141837,0,0.0624106060673225
BA2910R,0.00268936881519547,0,0.464377403976727,0,0,0,0,0.00129387096701513,0.323682254455491,0,0.019291718383807,0,0,0,0,0,0.00650458098072494,0,0,0,0,0.100307360984678,0,0.0818534414363612
BA2148R,0.00120448760304989,0,0.0508625432686435,0,0,0,0,0,0.0893137410088117,0,0.0150791347646309,0,0,0,0,0,0.00272566646596306,0,0,0,0,0.615703766304886,0,0.225110660584015
BA2063R,0.00143341686849263,0,0.0217775932385832,0,0,0,0.000726751401694955,0,0.0197161466241281,0,0.510033046668585,0,0,0,0,0,0.000834700731469976,0,0,0,0,0.328294241286035,0,0.117184103181011
BA2329R,0.0110163675492491,0,0,0,0,0,0,0,0.079471812073956,0,0,0,0,0,0,0,0.000181981614687342,0,0,0.00343153342150715,0,0.835564041678597,0,0.0703342636620035
BA3178R,0,0,0,0,0,0,0,0,0.198381850066005,0,0,0,0,0,0,0,0.590201834901516,0,0,0,0,0.0256822131430005,0,0.185734101889479
BA2072R,0.0112037211450243,0,0,0,0,0,0,0,0.0906699777405381,0,0,0,0,0,0,0,0.112352845889638,0,0,0,0,0.584445975391175,0,0.201327479833624
BA3029R,0,0,0.320450695862452,0,0,0,0,0,0.329071441529739,0,0.0619267145776861,0,0,0,0,0,0,0,0,0,0,0.0616060319008339,0,0.226945116129289
BA2733R,0.0276380213032308,0,0.0341930436267973,0,0,0,0,0,0.125844101125287,0,0,0,0,0,0,0,0.133461180021889,0,0,0,0,0.474889738408304,0,0.203973915514491
BA2995R,0.00265689621757689,0,0.446764008510172,0,0,0,0.0897711245904855,0.00077997546254078,0.000500821708849855,0,0,0,0,0,0,0,0.073184328872541,0,0,0,0,0.212765260069604,0,0.17357758456823
BA2069R,0.0947143650534142,0,0,0,0,0,0,0,0.192089321506183,0,0,0,0,0,0,0,0.331497109695305,0,0,0,0,0.190507908370762,0,0.191191295374336
BA2100R,0,0,0.211964600151584,0,0,0,0,0,0.0258279532908618,0,0,0,0,0,0,0,0.122788444360628,0,0,0,0,0.505879237095238,0,0.133539765101688
BA2681R,0.0470403400387374,0,0,0,0,0,0,0,0.243759156750712,0,0,0,0,0,0,0,0,0,0,0.00240236260143179,0,0.510602926461437,0,0.196195214147681
BA2248R,0,0,0.457605737280034,0.101706667849635,0,0,0,0,0.256055382586429,0,0.000355797211689638,0,0,0,0.000147569832235528,0,0,0,0,0,0,0.0598309234138568,0,0.12429792182612
BA2832R,0.0181004237118279,0,0.00292986575233918,0,0,0,0,0,0.229804882556204,0,0.0801207253757378,0,0,0,0,0,0,0,0,0,0,0.309326913059739,0,0.359717189544153
BA2308R,0.00206045199658561,0,0.421961023118589,0,0,0,0,0.00130950083806265,0.217461556731991,0,0.00612835217401523,0,0,0,0,0,1.37632893512147e-05,0,0,0.00157183365935648,0,0.130347831268442,0,0.219145686923607
BA2413R,0.00176698975973351,0,0.495926860233426,0,0,0,0,0.00206668884544482,0.214552229091593,0,0.00333665647446894,0,0,0,0,0,0.000941118847508783,0,0,0,0,0.0570220610885221,0,0.224387395659303
BA2701R,0.000377235216740774,0,0,0,0,0,0,0,0.0896199567542807,0,0,0,0,0,0,0,0,0,0,0.00448925124645961,0,0.779518987996502,0,0.125994568786016
BA2634R,0,0,0.00728434083173204,0,0,0,0,0,0.141215324785491,0,0.0409202294852854,0,0,0,0,0,0.00358074533084501,0,0,0,0,0.630008374723964,0,0.176990984842682
BA2677R,0.00232608268927857,0,0.178006586352885,0,0,0,0,0,0.0968398574238949,0,0,0,0,0,0,0,0.00499793063529901,0,0,0,0,0.549213414730563,0,0.168616128168079
BA2937R,0.0537741867601355,0,0.03552945475064,0,0,0,0,0,0.171078630810948,0,0,0,0,0,0,0,0,0,0,0,0,0.535596099623201,0,0.204021628055076
BA2600R,0,0,0.0278771898680209,0,0,0,0,0,0.0586213962936357,0,0.0151486474086769,0,0,0,0,0,0.106240971881236,0,0,0,0,0.65586139371191,0,0.13625040083652
BA2019R,0.000888650789304277,0,0,0,0,0,0,0,0.634262874081509,0,0,0,0,0,0,0,0,0,0,0,0,0.0621501431448501,0.0219413465162578,0.280756985468079
BA2412R,0,0,0,0,0,0,0,0,0,0,0.00393780848308398,0,0,0,0,0,0,0,0,0,0,0.775201985280974,0,0.220860206235942
BA2334R,0.00336409118114696,0,0.243390432209419,0,0,0,0,0.00104975633976223,0.239417582206808,0,0.0134156523862902,0,0,0.000537983141377959,0,0,0,0,0,0,0,0.376605143950704,0,0.122219358584491
BA2050R,0.105489104928417,0,0.265440706926502,0,0,0,0,0.000378321858892064,0.250685863714814,0,0,0,0,0,0,0,0.000861718249150014,0,0,0,0,0.250549749153253,0,0.126594535168973
BA3230R,0.0504532605559342,0,0.000136390322865182,0,0,0,0,0,0.176694240970953,0,0,0,0,0,0,0,0,0,0,0.000372257398719102,0,0.588522261169265,0,0.183821589582263
BA2953R,0.10824937727695,0,0.21348653699064,0,0,0,0,0,0.107933669593774,0,0,0,0,0,0,0,0.154609783793347,0,0,0,0,0.322773210795163,0,0.092947421550126
BA2481R,0,0,0,0,0,0,0,0,0.109340888096046,0,0,0,0,0,0,0,0,0,0,0.459949911242439,0,0.34449995066129,0,0.0862092500002252
BA2731R,0,0,0,0,0,0,0,0,0.0445253411232892,0,0.000995696539322225,0,0,0,0,0,0.040080531182165,0,0,0,0,0.738477462159458,0,0.175920968995765
BA2294R,0.028675132384447,0,0.192483485398258,0,0,0,0,0,0.193569252503156,0,0,0,0,0,0,0,0.00435990317566459,0,0,0,0,0.367143515488468,0,0.213768711050006
BA2418R,0,0,0.373474922869238,0,0,0,0.000925264304551778,0.00149962002798335,0.260410179725296,0,0.0161912912655193,0,0,0,0,0,0.0273212986809005,0,0,0,0,0.129507116870725,0,0.190670306255786
BA2816R,0,0,0.323384511087802,0,0,0,0,0,0.0123077033117285,0,0.0273113186101871,0,0.000490886202776609,0,0,0,0.210599838293772,0,0,0,0,0.196836451314318,0,0.229069291179416
BA2656R,0.00137348285915689,0,0.225436435548626,0,0,0,0,0,0.48292312691983,0,0.00843695848450572,0,0,0,0,0,0.000606987508722621,0,0,0,0,0.00151963946860789,0,0.279703369210551
BA2814R,0,0,0,0,0,0,0,0,0.186570556644976,0,0,0,0,0,0,0,0.0999751673298671,0,0,0,0,0.632396786830723,0,0.0810574891944338
BA2631R,0.00234095199797431,0,0.189572321966845,0,0,0,0,0,0.341711041919222,0,0,0,0,0,0,0,0.0314759428823401,0,0,0,0,0.329438884444659,0,0.105460856788959
BA2023R,0.0183615014176558,0,0,0,0,0,0,0,0.0797574849098496,0,0,0,0,0,0,0,0.00151941456353109,0,0,0,0,0.793923449978932,0,0.106438149130032
BA2375R,0.00149610068094053,0,0.0893955350528702,0,0,0,0,0,0.0849864303243001,0,0.0691467074530627,0,0,0,0,0,0.00193811823852328,0,0,0,0,0.480049457378389,0,0.272987650871915
BA2485R,0.260312937095179,0,0,0,0,0,0,0,0.409082019668002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.330605043236819
BA2455R,0,0,0,0,0,0,0,0,0.111528217651637,0,0,0,0,0,0,0,0.186896728255356,0,0,0,0,0.495958437995501,0,0.205616616097505
BA2025R,0.00695639207830181,0,0,0,0,0,0,0,0.344801491939442,0,0,0,0,0,0,0,0.502953214086743,0,0,0.00137831882678224,0,0.0584098543936567,0,0.0855007286750743
BA2636R,0,0,0,0,0,0,0,0,0.209903637563928,0,0.0735338836007964,0,0,0,0,0,0,0,0,0,0,0.607224978624635,0,0.109337500210641
BA2325R,0,0,0,0,0,0,0,0,0.00600371136562412,0,0,0,0,0,0,0,0,0,0,0,0,0.941345551451816,0,0.0526507371825596
BA2169R,0.00265466193121191,0,0.295285138261654,0,0,0,0,0.000709706985845833,0.157789999892277,0,0.0862588945815802,0,0,0.000207700846060968,0,0,0.000770694333820999,0,0,0,0,0.2060975337724,0,0.25022566939515
BA2156R,0.00159593086741111,0,0.39929161453795,0,0,0.00110791468259522,0,0,0.371336328149016,0,0.0512343161124141,0,0,0,0,0,0.0312285224112104,0,0,0,0,0.129664469238512,0.00620224372550568,0.00833866027538582
BA2511R,0,0,0.00346971065716367,0,0,0,0,0,0.0867376499713744,0,0.112911937610662,0,0,0,0,0,0,0,0,0,0,0.497359279807125,0.031558845946055,0.26796257600762
BA2939R,0,0,0.549433665581456,0,0,0,0,0,0.159072001585295,0,0.0306644944753795,0,0,0,0,0,0,0,0,0,0,0.0437767964461809,0,0.217053041911689
BA2168R,0.000700545555472349,0,0.373895738650034,0,0,0,0,0.0030083944972327,0.31219859539212,0,0.022990243292456,0,0,0,0,0,0,0,0,0,0,0.116325690049123,0,0.170880792563562
BA2505R,0,0,0.0649072365904365,0,0,0,0,0,0.110116409601432,0,0.0592055931076397,0,0,0,0,0,0.120773287157092,0,0,0,0,0.490685880299469,0,0.15431159324393
BA2860R,0.00566464200706585,0,0,0,0,0,0,0,0.142463819493828,0,0.0531073301649084,0,0.000170890263423956,0,0,0,0,0,0,0.00253189898535791,0,0.532307181421277,0,0.263754237664139
BA2707R,0.00179124790737756,0,0.391475789943261,0,0,0,0,0,0.102488922197741,0,0.00261318359463314,0,0,0,0,0,0.195044071502781,0,0,0,0,0.183810040948003,0,0.122776743906204
BA2871R,0.000963349031389517,0,0.0473114996396817,0,0,0,0,0,0.0641638828743088,0,0.263304896750985,0,0.000421122915268516,0,0,0,0.0859381867903056,0,0,0.000462351330473154,0,0.375503816766538,0,0.161930893901049
BA2655R,0.0999101728670329,0,0,0,0,0,0,0,0.220469314564928,0,6.53889807565704e-05,0,0.000654257184564659,0,0,0,0,0,0,0,0,0.466856894720771,0.0708376468793423,0.141206324802605
BA2227R,0.00154662476556559,0,0.523783347129367,0,0,0,0,0.00153632164298678,0.22058953086224,0,0.00851427954375474,0,0,0,0,0,0.000853719420401222,0,0,0.000829606269592212,0,0.170214063139129,0,0.0721325072269634
BA2125R,0.0449892678743385,0,0,0,0,0,0,0,0.270462542404395,0,0,0,0.00151297743795322,0,0,0,0,0,0,0.00481949435263393,0,0.488465227292248,0,0.189750490638431
BA2523R,0.294593310601451,0,0.0830848007721632,0,0,0,0,0,0.397099597677633,0,0,0,0.00166661024055123,0,0,0,0,0,0,0,0,0.00583907531244222,0,0.217716605395759
BA2603R,0.000415240990826403,0,0,0,0,0,0,0,0.203532859036059,0,0,0,0,0,0,0,0,0,0,0.188900721779896,0,0.474241994030592,0,0.132909184162627
BA2808R,0,0,0.182612686525857,0,0,0,0,0,0.190581263527462,0,0,0,0,0,0,0,0.0593750773187125,0,0,0,0,0.383099104059588,0,0.18433186856838
BA2282R,0,0,0,0,0,0,0,0,0.00373809066562551,0,0.185696564120055,0,0,0,0,0,0,0,0,0.00262407991891518,0,0.753418985927614,0,0.0545222793677902
BA2482R,0.0185856084592352,0,0.0402823730990553,0,0,0,0,0,0.257074270375917,0,0,0,0,0,0,0,0,0,0,0,0,0.523527617782753,0,0.160530130283039
BA2812R,0.0300498060149178,0,0,0,0,0,0,0,0.110477412392369,0,0,0,0,0,0,0,0,0,0,0.00318595471736826,0,0.790867163437037,0,0.0654196634383082
BA2822R,0.00101297208974364,0,0.0516236256885576,0,0,0,0,0,0.688677433334196,0,0,0,0,0,0,0,0,0,0,0.000406935405761769,0,0.00227345118326925,0,0.256005582298471
BA2594R,0.0336910227699863,0,0,0,0,0,0,0,0.119184719226686,0,0,0,0,0,0,0,0.000264037708835809,0,0,0.00422665121444585,0,0.676418470030953,0,0.166215099049093
BA2747R,0,0,0.299031155078993,0,0,0,0,0,0.232999509262466,0,0.000742892174775896,0,0,0,0,0,0.104636130313706,0,0,0,0,0.0176632478685115,0,0.344927065301547
BA2561R,0.0466787053140108,0,0,0,0,0,0,0,0.174832501377771,0,0,0,1.96757263776247e-05,0,0,0,0.00451370291375068,0,0,0.106244414860176,0,0.601107446540698,0,0.0666035532672165
BA2567R,0,0,0,0,0,0,0,0,0,0,0.161781362975345,0,0,0,0,0,0,0,0,0,0,0.540141613259487,0,0.298077023765168
BA2906R,0.171394712227505,0,0,0,0,0,0,0,0.284730714942454,0,0,0,0,0,0,0,0.22009589148032,0,0,0,0,0,0,0.323778681349721
BA2956R,0.0437364561440741,0,0.104902423364309,0,0,0,0,0,0.0746018269649704,0,0,0,0,0,0,0,0,0,0,0,0,0.43256321407211,0,0.344196079454536
BA2474R,0.00152809651085181,0,0.0356550352030704,0,0,0,0,0,0.214307964634266,0,0,0,0,0,0,0,0.0636197527537522,0,0,0,0,0.474641001328115,0,0.210248149569944
BA2737R,0,0,0,0,0,0,0,0,0.0894869908475061,0,0.00691926384668426,0,0,0,0,0,0.208373696906384,0,0,0,0,0.510443832770663,0,0.184776215628763
BA2110R,0,0,0,0,0,0,0,0,0.0356639879153743,0,0,0,0,0,0,0,0.0019103555481385,0,0,0,0,0.802387086191595,0,0.160038570344892
BA2992R,0.0764046541361273,0,0,0,0,0,0,0,0.0938840587476318,0,0,0,0,0,0,0,0.208896691297489,0,0,0,0,0.480052047791955,0,0.140762548026797
BA2220R,0.0351405202211763,0,0,0,0,0,0,0,0.739298704358681,0,0,0,0,0,0,0,0,0,0,0,0,0.116753560658454,0.00108146901389189,0.107725745747796
BA2772R,0,0,0.254595114063974,0.000240359490704491,0,0,0,0.0136274247763663,0.265101051677722,0,0,0,0,0,0.00186612703986762,0,0,0,0,0,0,0.307708530618436,0,0.15686139233293
BA2935R,0,0,0.00265278672559419,0,0,0,0,0,0.0919195903295738,0,0,0,0,0,0,0,0.135714769719458,0,0,0,0,0.654627526253786,0,0.115085326971588
BA2260R,0,0,0,0,0,0,0,0,0.0636489979003681,0,0,0,0,0,0,0,0.0904574693274214,0,0,0,0,0.670018695387855,0,0.175874837384356
BA2676R,0.099995614899231,0,0,0,0,0,0,0,0.2135586551983,0,0,0,0.000208096212793885,0,0,0,0,0,0,0.00472490683754746,0,0.475693292039637,0,0.205819434812491
BA2948R,0,0,0,0,0,0,0,0,0.0345417351362682,0,0.267412726036726,0,0,0,0,0,0,0,0,0.00479119912892872,0,0.56572021962599,0,0.127534120072087
BA2524R,0.0010049792785517,0,0.0848244889274012,0,0,0,0,0,0.0867741297704752,0,0,0,0,0,0,0,0.0938007550955956,0,0,0,0,0.577403483672679,0,0.156192163255298
BA2811R,0.115400657526713,0,0.00372891603389668,0,0,0,0,0,0.587483506442951,0,0.0123161623755132,0,0,0,0,0,0,0,0,0,0,0.000756411674599607,0,0.280314345946327
BA2540R,0,0,0.0828702874721576,0,0,0,0,0,0.377987365943752,0,0,0,0,0,0,0,0,0,0,0,0,0.384878428435428,0,0.154263918148662
BA2928R,0.0439461892869903,0,0,0,0,0,0,0,0.301498387123315,0,0,0,0,0,0,0,0.347123446950689,0,0,0,0,0.125250330691568,0,0.182181645947438
BA2302R,0,0,0.267858699230237,0,0,0,0,0.0019233821138702,0.316938555217378,0,0.0494310294654686,0,0.000332532734904818,0,0,0,0.000943717468760111,0,0,0,0,0.229990889105736,0,0.132581194663645
BA2595R,0,0,0.0519761395472261,0,0,0,0,0,0.206413807239686,0,0.0739734839923414,0,0,0,0,0,0.131461341231504,0,0,0,0,0.258563174199256,0,0.277612053789986
BA2792R,0.0258464215941362,0,0.00079800563543174,0,0,0,0,0,0.180724872403554,0,0.0492399002715216,0,0,0,0,0,0,0,0,0,0,0.580699570183102,0,0.162691229912254
BA2651R,0,0,0.356240461385279,0.00240437943419811,0,0,0,0,0.157854291587967,0,0.000435749488071889,0,0,0,0,0,0.13489506642832,0,0,0,0,0.266887580038541,0,0.0812824716376224
BA2619R,0.0214161520977854,0,0,0,0,0,0,0,0.237974102194764,0,0.00333745316951514,0,0,0,0,0,0,0,0,0.00313462426407141,0,0.484005997876049,0,0.250131670397816
BA3013R,0.178723239803706,0,0.00159386602795512,0,0,0,0,0,0.316340612216659,0,0,0,0,0,0,0,0,0,0,0.00872786315458702,0,0.387315235030292,0,0.107299183766802
BA2405R,0,0,0.629176445493402,0,0,0,0,0,0.0827106872508455,0,0.108986748606386,0,0,0,0,0,0.0357904067370401,0,0,0,0,0.00733486360999152,0,0.136000848302334
BA2735R,0,0,0.48519933049064,0.00888245840664964,0,0,0.00080048238724609,0,0.104084449914772,0,0,0,0,2.10199070654646e-05,0,0,0,0.113823752579993,0.00104902686748455,0,0,0.210769210698527,0,0.0753702687476217
