,Pre-B,B,Pro-B,Early Lymphoid,HSC MPP,Early Erythroid,pDC,Cycling Progenitor,Megakaryocyte Precursor,CD4 Memory T,NK,CD8 Memory T,Plasma_Cell,EoBasoMast Precursor,Late GMP,Early GMP,cDC,LMPP,MEP,Pro-Monocyte,Naive T,Monocyte,Late Erythroid,Stromal
BA2024R,0,0,0,0,0,0,0,0,0.0315354463770436,0,0.0163606216352808,0,0.0012820479952332,0,0,0,0,0,0,0.00426689353920591,0,0.80235234445009,0,0.144202646003147
BA2426R,0.0596308671184316,0,0.00112356985291706,0,0,0,0,0,0.0491812016996784,0,0,0,0,0,0,0,0.231935196290873,0,0,0,0,0.504911806670443,0,0.153217358367657
BA2271R,0,0,0,0,0,0,0,0,0.101045007140843,0,0,0,0,0,0,0,0,0,0,0.00419738768174229,0,0.637262849420297,0,0.257494755757118
BA3004R,0.0469513566632704,0,0.0526964569346297,0,0,0,0,0,0.289599725773231,0,0.0283298805305962,0,0,0,0,0,0,0,0,0,0,0.328306438986119,0,0.254116141112153
BA2579R,0,0,0,0,0,0,0,0,0.0337353575407568,0,0.574968388177488,0,0,0,0,0,0.00619846944473071,0,0,0,0,0.266761736295275,0.00311136687678913,0.11522468166496
BA3010R,0.0135828739186799,0,0.066913100079929,0,0,0,0,0,0.110874876369785,0,0,0,0,0,0,0,0.0287582102556455,0,0,0.00289926120543268,0,0.702249349698905,0,0.0747223284716228
BA2662R,0.0529030538589475,0,0,0,0,0,0,0,0.1120802274161,0,0,0,0.000715518167384591,0,0,0,0.045822324791648,0,0,0,0,0.720049939465152,0,0.0684289363007676
BA2674R,0,0,0.223292794100421,0,0,0,0,0,0.343572303301077,0,0.012855986491039,0,0,0,0,0,0,0,0,0,0,0.219491365269443,0,0.200787550838019
BA2280R,0.0726138908499095,0,0.00285717769748969,0,0,0,0,0,0.431859236904884,0,0,0,0,0,0,0,0.000431003311591827,0,0,0,0,0.195029771926548,0,0.297208919309577
BA2512R,0,0,0,0,0,0,0,0,0.0237396811679769,0,0,0,0,0,0,0,9.29186369785234e-05,0,0,0.0033275103745906,0,0.94868169635089,0,0.0241581934695642
BA2658R,0,0,0.047508597115886,0,0,0,0,0,0.0984325684425236,0,0.0140152734969889,0,0,0,0,0,0.000781315506112376,0,0,0,0,0.683730143635682,0,0.155532101802807
BA2394R,0.00195530455906206,0,0.0396978877649692,0,0,0,0,0,0.142231134834307,0,0,0,0,0,0,0,8.99926825206643e-05,0,0,0.000315699294077036,0,0.573740891092392,0,0.241969089772672
BA2950R,0,0,0.13555439040383,0,0,0,0,0,0.0844629370280897,0,0.00472671637443241,0,0,0,0,0,0.153868439601864,0,0,0.00187195448883848,0,0.351027347986307,0,0.268488214116638
BA2981R,0.055467149710107,0,0.00160230644602695,0,0,0,0,0,0.140371040507655,0,0.000613958190619352,0,0,0,0,0,0,0,0,0.0682911220671232,0,0.628021372701422,0,0.105633050377047
BA2934R,0,0,0,0,0,0,0,0,0.00417854953558655,0,0.256083297922123,0,0,0,0,0,0,0,0,0,0,0.670208067482856,0,0.0695300850594346
BA2539R,0,0,0,0,0,0,0,0,0.0223482392041061,0,0.00329613261742911,0,0,0,0,0,0,0,0,0,0,0.924299594164959,0,0.0500560340135055
BA2249R,0,0,0.0597619018198946,0,0,0,0,0,0.222130878203846,0,0.00796918296103546,0,0,0,0,0,0.182189091016763,0,0,0,0,0.374670193526978,0,0.153278752471483
BA2034R,0.00190038198966172,0,0.495524355924907,0,0,0,0,0.00220248902771341,0.317389366615705,0,0.0228286508807793,0,0,0,0,0,0.00422090624811453,0,0,0,0,0.0538962654686108,0,0.102037583844509
BA2109R,0,0,0,0,0,0,0,0,0.012797613866393,0,0,0,0,0,0,0,0,0,0,0.00288555390858524,0,0.890359584729144,0,0.0939572474958783
BA2242R,0.00313893729176913,0,0.140088570980771,0,0,0,0,0.000425605899141525,0.306361454070909,0,0.0261427235438968,0,0,0,0,0,0,0,0,0,0,0.0510955419585453,0,0.472747166254968
BA2277R,0,0,0.0479153655239102,0,0,0.000125776536124011,0,0,0.32960973285678,0,0.0615120600974061,0,0,0,0,0,0.275576599893358,0,0,0,0,0,0.00839394354903062,0.27686652154339
BA2727R,0.000179131824895714,0,0.448627771089698,0,0,0,0,0.00209689874655698,0.290963701815108,0,0.018851984399865,0,0,0,0,0,0,0,0,0,0,0,0,0.239280512123876
BA2132R,0.00155461841841976,0,0.050871247408488,0,0,0,0,0,0.164733173857374,0,0.0198310885248403,0,0,0,0,0,0.177374928917888,0,0,0,0,0.290542725006683,0,0.295092217866307
BA2618R,0.00596677410152485,0,0.00119648505350302,0,0,0,0,0,0.140097466992144,0,0.00382041920286966,0,0,0,0,0,0,0,0,0.0242392651606348,0,0.673411160702263,0,0.151268428787061
BA2521R,0.00156385347909993,0,0.0319280651776803,0,0,0,0,0,0.224969195770132,0,0,0,0,0,0,0,0.0916725302270603,0,0,0,0,0.53185422595789,0,0.118012129388138
BA2846R,0.103107238117893,0,0.0554089380126184,0,0,0,0,0,0.3541199134505,0,0.00538663774348513,0,0,0,0,0,0.00207100232739209,0,0,0,0,0.199521659308494,0,0.280384611039616
BA2885R,0.000789179705043593,0,0,0,0,0,0,0,0.134647942373093,0,0,0,0,0,0,0,0.00173647794508221,0,0,0.000225706688880075,0,0.688327114411531,0,0.17427357887637
BA2639R,0.0785433079186684,0,0,0,0,0,0,0,0.235617061343455,0,0,0,0,0,0,0,0.0595500336750251,0,0,8.04747587435524e-05,0,0.355720990086529,0,0.27048813221758
BA2775R,0.0158097316315373,0,0,0,0,0,0,0,0.23409464192404,0,0,0,0,0,0,0,0.000560562665902208,0,0,0.000341654237283956,0,0.443198500018156,0,0.30599490952308
BA2402R,0.00210325102954713,0,0.177946270748378,0,0,0,0,0,0.161500895471867,0,0.109870508469988,0,0,0,0,0,0.00212035600321691,0,0,0.000148694449617878,0,0.296508616359447,0,0.249801407467938
BA2097R,0.00129221148124101,0,0.183154101409564,0,0,0,0,0.000202731174804984,0.118430372009929,0,0.0524626152238704,0,0,3.99245281489089e-05,0,0,0.102485810165399,0,0,0,0,0.332764164810176,0,0.209168069196868
BA2786R,0.0690670821952409,0,0,0,0,0,0,0,0.306276475381637,0,0,0,0,0,0,0,0.144345249319093,0,0,0.00196598449305546,0,0.411137612602064,0,0.0672075960089088
BA2399R,0.000976650919595299,0,0.570481274336061,0,0,0,0,0.000697157880486521,0.321261054702297,0,0,0,0,0,0,0,0.00144503031878812,0,0,0,0,0.0533727740654456,0,0.0517660577773268
BA2850R,0,0,0.20007459214745,0,0,0,0,0.000556214234800596,0.211750209931277,0,0.0639610322263248,0,0,0,0,0,0.0826591760526183,0,0,0,0,0.271769066189117,0,0.169229709218413
BA2174R,0.0013357771128684,0,0.0427860687997431,0,0,0,0,0,0.0405265774945331,0,0,0,0,0,0,0,0,0,0,0.0010641272352336,0,0.804616638632001,0,0.109670810725621
BA2004R,0.000321058959664538,0,0,0,0,0,0,0,0.0599226318680095,0,0.143357188317051,0,0.000132854271037116,0,0,0,0.000653198860085337,0,0,0.00224877011007872,0,0.544274717798692,0,0.249089579815382
BA3001R,0.0166717591629845,0,0.472614506937073,0,0,0,0,0.00113372881877943,0.413452092590345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0961279124908184
BA2311R,0,0,0.000290455158275216,0,0,0,0,0,0.0201667573049706,0,0,0,0,0,0,0,0.0153082005851367,0,0,0,0,0.849715218297746,0,0.114519368653871
BA2483R,0.00126001823067639,0,0,0,0,0,0,0,0.363609154046625,0,0.0157547008414441,0,0,0,0,0,0.112324232119535,0,0,0.000975290636614956,0,0.310247736754282,0,0.195828867370823
BA3040R,0.0291066057863558,0,0,0,0,0.0393646127871947,0,0,0.301612795040521,0,0,0,0.000343583097316529,0,0,0,0,0,0,0.0139422545448187,0,0.423237304166883,0.00153416130956566,0.190858683267345
BA2837R,0.0013244892621271,0,0.198154171538987,0,0,0,0,0.000209307321055366,0.136622795405109,0,0,0,0,0,0,0,0,0,0,0.00341189171933174,0,0.517950716669418,0,0.142326628083973
BA2724R,0,0,0.000313190183377756,0,0,0,0,0,0.0648638494688329,0,0,0,0,0,0,0,0,0,0,0,0,0.792908367714357,0,0.141914592633432
BA2911R,0.00291067349030027,0,0.419345493096682,0,0,0,0,0.00163407882590157,0.450987469017954,0,0.000498498133057518,0,0,0.000233874910957175,0,0,0,0,0,0,0,0,0,0.124389912525148
BA2256R,0.0531029590504407,0,0.344969557616701,0,0,0,0,0,0.379011497833618,0,0,0,0,0,0,0,0.116369858721719,0,0,0,0,0.000436785166607996,0,0.106109341610914
BA2821R,0.00262207672955071,0,0.408288750908096,0,0,0,0,0,0.196443239032539,0,0,0,0,0,0,0,0.173000645164484,0,0,0,0,0.178612073789955,0,0.0410332143753757
BA2233R,0.00261956988652579,0,0.453130262504241,0,0,0,0,0.00170527904406232,0.264228826749432,0,0.0114585337783327,0,0,3.04455082339506e-05,0,0,0,0,0,0,0,0.0326325830649674,0,0.234194499464206
BA2744R,0.0821007828858492,0,0.184789629389971,0,0,0,0,0.00018004608028339,0.38012297620796,0,0.0699183448673262,0,0,0,0,0,0.000212132640731602,0,0,0.016912924097382,0,0.0622154884978997,0,0.203547675332596
BA2880R,0.0141158726338739,0,0,0,0,0,0,0,0.0774469134810766,0,0.00359226811077639,0,0.00068513482259662,0,0,0,0,0,0,0.00445015566635919,0,0.821450317644193,0,0.0782593376411246
BA2621R,0,0,0,0,0,0,0,0,0.0548401701587116,0,0,0,0,0,0,0,0,0,0,0.00478334120597573,0,0.861367787993669,0,0.0790087006416433
BA3002R,0,0,0,0,0,0,0,0,0.37282852791958,0,0.02253110102239,0,0,0,0,0,0.114965355833465,0,0,0,0,0.311740046782366,0,0.177934968442198
BA2501R,0.000793987181272659,0,0,0,0,0,0,0,0.321279136943748,0,0,0,0,0,0,0,0.0488221551068208,0,0,0.00237147835395984,0,0.225866578998759,0,0.400866663415439
BA2993R,0,0,0.263189098087756,0,0,0,0,0,0.163724949871554,0,0.0862424508183623,0,0,0,0,0,0.0447506239138372,0,0,0,0,0.180285708557521,0,0.261807168750971
BA2301R,0.01658324689759,0,0,0,0,0,0,0,0.0687639056251616,0,0,0,0,0,0,0,0.00178243113732053,0,0,0,0,0.844603508171314,0,0.0682669081686139
BA2852R,0,0,0.122881426420935,0,0,0,0,0,0.0267695257854429,0,0.417039445484659,0,0,0,0,0,0.00455113540107614,0,0,0,0,0.308797635085288,0,0.119960831822599
BA2133R,0.00102213047046978,0,0.002234411401145,0,0,0,0,0,0.00895394390728813,0,0.149839846091671,0,0,0,0,0,0.00185387908806932,0,0,0,0,0.675260785507275,0,0.160835003534082
BA2866R,0.152098078240848,0,0.0860782647605746,0,0,0,0,0,0.162657393921134,0,0,0,0,0,0,0,0,0,0,0.0142097191057156,0,0.444159087207405,0,0.140797456764322
BA2212R,0.025865853788129,0,0.20451846022667,0,0,0,0,0,0.137026931456796,0,0.000235486185292407,0,2.3200354194674e-06,0,0,0,0,0,0,0.00832752388435278,0,0.450705263727014,0.00927896038076894,0.164039200315558
BA2685R,0.182772706644638,0,0.0544075354213927,0,0,0,0,0,0.303305528508583,0,0,0,0.00524915403375005,0,0,0,0,0,0,0.00207617645239145,0,0.27503499987703,0,0.177153899062214
BA2273R,0.0850243204912081,0,0.126694906052551,0,0,0.029838431048644,0.000260345356842584,0,0.177031020594574,0,0.00470284886661255,0,0.00133794822599417,0,0,0,0.000820126154806807,0,0,0,0,0.201595544159933,0,0.372694509048833
BA2477R,0.256882557813115,0,0,0,0,0,0,0,0.316049338297838,0,0,0,0,0,0,0,0.0242875969152468,0,0,0,0,0.15724655129281,0,0.24553395568099
BA2659R,0.0600408697542968,0,0.000228052214422992,0,0,0,0,0,0.146536082852021,0,0,0,0,0,0,0,0,0,0,0,0,0.682229710551776,0,0.110965284627484
BA2124R,0.0352766557811161,0,0.266672707389223,0,0,0,0,0,0.297917727840836,0,0,0,0,0,0,0,0,0,0,0,0,0.240720622062149,0,0.159412286926676
BA2363R,0,0,0.00787249707342398,0,0,0,0,0,0.0904840590099725,0,0,0,0,0,0,0,0.0865757458952259,0,0,0,0,0.631984818509522,0,0.183082879511855
BA2369R,0.10518816414714,0,0.00211564431161379,0,0,0,0,0,0.0517386698962466,0,0.000692838818741279,0,0,0,0,0,0.0458689636352121,0,0,0,0,0.662286453654201,0,0.132109265536845
BA2534R,0.00196761088919203,0,0.317215750939007,0,0,0,0,0,0.41287460727314,0,0,0,0,0,0,0,0.0602479550373234,0,0,0,0,0,0,0.207694075861337
BA2400R,0.00270848365750945,0,0.433160814656645,0,0,0,0,0,0.160320430967138,0,0.0283607699377031,0,0.000148310768850965,0,0,0,0.0440518990238423,0,0,0,0,0.102807776440357,0,0.228441514547953
BA2762R,0.00159579298476765,0,0.306508714300757,0,0,0,0,0.000473378968936621,0.16817776203846,0,0,0,0,0,0,0,0.0601768549547468,0,0,0,0,0.266964359776403,0,0.196103136975929
BA2312R,0,0,0.120365864007862,0,0,0,0,0,0.153813154982969,0,0.112745183669762,0,0,0,0,0,0.0497557057894973,0,0,0,0,0.34629978413428,0,0.217020307415629
BA2813R,0.00167689198518622,0,0.428434446822043,0,0,0,0,0.00140947539797752,0.229268848529428,0,0,0,0,0,0,0,0.00163888067836994,0,0,0,0,0.206664921512264,0,0.130906535074731
BA2211R,0.144471607932467,0,0,0,0,0,0,0,0.385360813566854,0,0,0,0,0,0,0,0,0,0,0,0,0.0614400061194113,0,0.408727572381268
BA2171R,0.174746255757649,0,0.0030492589229903,0,0,0,0,0,0.37667529984502,0,0,0,0,0,0,0,0,0,0,0,0,0.0159186601548249,0,0.429610525319516
BA2746R,0,0,0,0,0,0,0,0,0.0539006751791547,0,0.00661648517185447,0,0,0,0,0,0.00342119425871018,0,0,0,0,0.901526746005737,0,0.0345348993845436
BA2798R,0,0,0.438717431560536,0,0,0,0,0,0.0979606094471597,0,0,0,0.000420284179541375,0,0,0,0.0405527518894856,0,0,0,0,0.271376892556961,0,0.150972030366316
BA2809R,0,0,0.29362095795889,0,0,0,0,0,0.393320636505318,0,0.0237284058389389,0,0,0,0,0,0,0,0,0,0,0.111771031368655,0,0.177558968328198
BA2288R,0.0936812057070621,0,0.0497569777816205,0,0,0,0,0,0.0702526721398394,0,0.034692095118148,0,0.024655261388204,0,0,0,0,0,0,0,0,0.480645174006478,0,0.246316613858648
BA2801R,0,0,0,0,0,0,0,0,0.0782571563371668,0,0,0,0,0,0,0,0,0,0,0.00491286669133614,0,0.763550766153576,0,0.153279210817921
BA3030R,0.0186999166046582,0,0,0,0,0,0,0,0.154005733120659,0,0,0,0,0,0,0,0,0,0,0.00396147869504007,0,0.736249183809064,0,0.0870836877705786
BA2588R,0,0,0.168276294679991,0,0,0,0,0,0.202777261716221,0,0.104611218466667,0,0,0,0,0,0,0,0,0,0,0.276502933306752,0,0.247832291830369
BA2296R,0.0170147252047762,0,0.169038273821566,0,0,0,0,0,0.164908744757777,0,0.0223060335322856,0,6.29045468081867e-06,0,0,0,0.101625929573057,0,0,0.000329363275530172,0,0.42528544781489,0,0.0994851915654367
BA2300R,0.0776292659963842,0,0,0,0,0,0,0,0.249721659433102,0,0,0,0,0,0,0,0.166083000536314,0,0,0.00146651695649817,0,0.231698126955372,0,0.27340143012233
BA2903R,0,0,0,0,0,0,0,0,0,0,0.0118702855244602,0,0,0,0,0,0,0,0,0.000339154914476363,0,0.937556757614602,0,0.0502338019464618
BA2473R,0.180942045083401,0,0,0,0,0.0413072664640177,0,0,0.207715412996491,0,0,0,9.07897762429462e-05,0,0,0,0,0,0,0,0,0.424940748359029,0.000633702863004038,0.144370034457815
BA2545R,0.015024668131226,0,0,0,0,0,0,0,0.122053514493403,0,0.063694469380867,0,0.00135909456976321,0,0,0,0,0,0,0.00457261468969874,0,0.760400116981576,0,0.032895521753467
BA2840R,0,0,0,0,0,0,0,0,0.77219964290162,0,0.00619317531570115,0,0,0,0,0,0,0,0,0,0,0.0346286953356055,0,0.186978486447073
BA2528R,0.0115260724108552,0,0.103143359040667,0,0,0,0,0,0.123942164172378,0,0.0271107511191303,0,0,0,0,0,0,0,0,0.182847121151597,0,0.380243751055698,0,0.171186781049675
BA2646R,0.0410235182160997,0,0.0265568197024686,0,0,0,0,0,0.284140053986865,0,0.0453394286950662,0,0,0,0,0,0,0,0,0,0,0.181102741150522,0,0.421837438248978
BA3407R,0.0318976264723638,0,0,0,0,0,0,0,0.0689899465792818,0,0.0290177106384835,0,3.61664278593526e-06,0,0,0,0,0,0,0.00479741389396254,0,0.775943558104574,0.00843699677758188,0.0809131308909666
BA2240R,0,0,0.0319593660728948,0,0,0,0,0,0.56218603394822,0,0.00500243862756548,0,0,0,0,0,0.112610462437988,0,0,0,0,0,0,0.288241698913331
BA2926R,0.100724138263016,0,0.0492021083748309,0,0,0,0,0,0.297706205595827,0,0,0,1.42957158188238e-06,0,0,0,0,0,0,0,0,0.320780431538443,0,0.2315856866563
BA2272R,0.000588301418043733,0,0,0,0,0,0,0,0.093119578398462,0,0,0,0,0,0,0,0.106067900617027,0,0,0,0,0.661234338673565,0,0.138989880892902
BA2306R,0.00192488217004181,0,0.0987501965745628,0,0,0,0,0,0.259116476599525,0,0,0,0,0,0,0,0.168652789556369,0,0,0,0,0.190554564285192,0,0.281001090814309
BA2765R,0,0,0,0,0,0,0,0,0.0546571157851586,0,0,0,0,0,0,0,0,0,0,0.00472529778207547,0,0.852129851630407,0,0.0884877348023587
BA2904R,0.0131389050754553,0,0.0289042203791372,0,0,0,0,0,0.15845228502346,0,0,0,0,0,0,0,0.0710867868867996,0,0,0,0,0.389529032168078,0,0.33888877046707
BA2883R,0.0886487662864796,0,0.0889932444510062,0,0,0,0,0,0.131621192934271,0,0,0,0,0,0,0,0.000557676599349537,0,0,0,0,0.522449059590358,0,0.167730060138535
BA2726R,0,0,0,0,0,0,0,0,0.0309566148271792,0,0,0,0,0,0,0,0,0,0,0,0,0.825810506488204,0,0.143232878684617
BA2234R,6.94189402364968e-05,0,0,0,0,0,0,0,0.104752412199579,0,0,0,0,0,0,0,0.00313206009990055,0,0,0.00143598005966974,0,0.870400751370823,0,0.0202093773297907
BA2022R,0.0447834659142364,0,0.00261621924319869,0,0,0,0,0,0.518408612451525,0,0,0,0,0,0,0,0,0,0,0,0,0.0745260049843449,0,0.359665697406695
BA2228R,0.0852594975377337,0,0,0,0,0,0,0,0.0724543707181432,0,0.00939663309010296,0,0,0,0,0,0.000851164386000146,0,0,0.00326004561020656,0,0.777317826035111,0,0.0514604626227025
BA2037R,0.00230488420367834,0,0.378820030804354,0,0,0,0,0,0.299732980790532,0,0,0,0,0,0,0,0.00507111036743481,0,0,0.00115387399674981,0,0.216996785080675,0,0.0959203347565758
BA2184R,0.00045224106587444,0,0.597278775417288,0,0,0,0,0,0.241011538224451,0,0.000108012817670621,0,0.000207796300646469,0,0,0,0,0,0,0,0,0.0991024808363729,0,0.0618391553376961
BA3009R,0.0020666726358872,0,0.212105507284575,0,0,0,0,0,0.11137128931605,0,0,0,0,0,0,0,0.0658662983678545,0,0,0,0,0.394851348837701,0,0.213738883557932
BA2842R,0,0,0,0,0,0,0,0,0.0250141573294395,0,0.0124138887922342,0,0.00213121080480908,0,0,0,0,0,0,0,0,0.878750350046136,0,0.0816903930273808
BA2442R,0.00211197164521243,0,0.0856796605357147,0,0,0,0,0,0.41679509781614,0,0,0,0,0,0,0,0.0957707184282621,0,0,0,0,0.236473119457886,0,0.163169432116784
BA2882R,0,0,0,0,0,0,0,0,0.0288487483780273,0,0.0151250598109987,0,0,0,0,0,0.00210801684086242,0,0,0,0,0.85635584620425,0,0.097562328765862
BA2758R,0,0,0.00924750994306169,0,0,0,0,0,0.0366827042321303,0,0.0136488057097314,0,0,0,0,0,0,0,0,0,0,0.737856098650988,0,0.202564881464089
BA2705R,0,0,0.108306957758867,0,0,0,0,0,0.0843017614126579,0,0.115509430019734,0,0,0,0,0,0.0334198275973603,0,0,0,0,0.441901535424538,0,0.216560487786843
BA2663R,0,0,0,0,0,0,0,0,0,0,0.00178358643410786,0,0,0,0,0,0,0,0,0.000770860604080458,0,0.973773129382037,0,0.023672423579775
BA2570R,0.0030166338423055,0,0.221148368031826,0,0,0,0,0,0.132212316731894,0,0.00224624991904975,0,0,0,0,0,0.00130732882045263,0,0,0,0,0.5359179201494,0,0.104151182505072
