"","Clinical_parameter","Factor","Estimate","StdError","tStat","pvalue","padjust"
"231","Factor11","status",-0.254947690708697,0.170207088481448,-1.49786764454575,0.136883926710275,0.136883926710275
"232","Factor1","time_days",0.000104114612429991,0.000102805450079231,1.01273436719309,0.313294806929447,0.313294806929447
"233","Factor2","time_days",2.77292149830749e-05,9.6765568789576e-05,0.286560760505363,0.774959848656666,0.774959848656666
"234","Factor3","time_days",-4.12679543418056e-05,8.74464221081697e-05,-0.471922731049624,0.63786845787391,0.63786845787391
"235","Factor4","time_days",2.2646072684209e-05,6.66054699896429e-05,0.340003196249954,0.734469006194416,0.734469006194416
"236","Factor5","time_days",2.42279855951081e-05,7.93494404626666e-05,0.305332784375552,0.760659919220825,0.760659919220825
"237","Factor6","time_days",-4.30075126553803e-06,9.74139751586699e-05,-0.044149222516922,0.964861366187024,0.964861366187024
"238","Factor7","time_days",-0.00014029104560461,7.70679644304339e-05,-1.82035488599475,0.07128307551038,0.07128307551038
"239","Factor8","time_days",0.000198474167033443,5.21654833890242e-05,3.80470292115039,0.000228219823248385,0.000228219823248385
"240","Factor9","time_days",-9.20497668637125e-05,7.03299559173233e-05,-1.30882730783909,0.193179862552076,0.193179862552076
"241","Factor10","time_days",-9.04408250228517e-05,6.17212800751506e-05,-1.46531026110821,0.145541547156141,0.145541547156141
"242","Factor11","time_days",8.76362694663003e-05,6.27213972657981e-05,1.3972308221215,0.165011085180486,0.165011085180486
